date,item_name,price,price_per_unit,store,ppu_unit,alt_name,category
2024-10-12,"2% Milk, 1 gal",3.39,3.39,Aldi,gal,Milk,Dairy
2024-10-12,"Active Dry Yeast Packets, 3 count",1.09,1.453,Aldi,oz,Dry Yeast,Baking Goods
2024-10-12,"All Purpose Flour, 5 lb",2.59,0.518,Aldi,lb,Flour,Baking Goods
2024-10-12,"Avocados, each",0.99,0.99,Aldi,each,Avocados,Fresh Produce
2024-10-12,"Baking Potatoes, 5 lb",4.85,0.97,Aldi,lb,Potatoes,Fresh Produce
2024-10-12,"Baking Powder, 8.1 oz",2.15,0.265,Aldi,oz,Baking Powder,Baking Goods
2024-10-12,"Baking Soda, 16 oz",0.99,0.062,Aldi,oz,Baking Soda,Baking Goods
2024-10-12,"Balsamic Vinegar of Modena, 16.9 fl oz",2.75,0.163,Aldi,fl oz,Balsamic Vinegar,Oils/Vinegars
2024-10-12,"Bananas, per lb",0.16,0.485,Aldi,lb,Bananas,Fresh Produce
2024-10-12,Beefsteak Tomatoes,1.54,2.49,Wegmans,lb,Tomatoes,Fresh Produce
2024-10-12,Broccoli Crowns,1.95,1.95,Aldi,lb,Broccoli,Fresh Produce
2024-10-12,Bulk Garlic,0.81,4.49,Wegmans,lb,Garlic,Fresh Produce
2024-10-12,"Canned Whole Kernel Golden Sweet Corn, 15.25 oz",0.69,0.045,Aldi,oz,Green Chiles,Sauces/Canned Goods
2024-10-12,"Carrots, 2 lb",1.55,0.775,Aldi,lb,Carrots,Fresh Produce
2024-10-12,"Chicken Broth, 32 oz",1.29,0.04,Aldi,oz,Chicken Stock,Sauces/Canned Goods
2024-10-12,"Chili Powder, 2.5 oz",0.89,0.356,Aldi,oz,Chili Powder,Condiments/Spices
2024-10-12,"Chopped Green Chiles, 4 oz Can",0.95,0.237,Aldi,oz,Green Chiles,Sauces/Canned Goods
2024-10-12,"Chunk Light Tuna in Water, 5 oz Can",1.25,0.25,Aldi,oz,Tuna,Sauces/Canned Goods
2024-10-12,Cilantro Bunch,0.65,0.65,Aldi,each,Cilantro,Fresh Produce
