date,item_name,price,price_per_unit,store,ppu_unit,alt_name,category
2025-12-09,"100% Apple Juice, 64 fl oz",0.0,0.0,Aldi,fl oz,Apple Juice,Beverages
2025-12-09,"Baking Powder, 8.1 oz",0.0,0.0,Aldi,oz,Baking Powder,Baking Goods
2025-12-09,"Balsamic Vinegar of Modena, 16.9 fl oz",0.0,0.0,Aldi,fl oz,Balsamic Vinegar,Oils/Vinegars
2025-12-09,"Classic Roast Medium Ground Coffee, 30.5 oz",0.0,0.0,Aldi,oz,Coffee,Beverages
2025-12-09,"Fajita Flour Tortillas, 20 count",0.0,0.0,Aldi,oz,Tortillas,Grains
2025-12-09,"Fresh Hass Avocados, Each",0.0,N/A,Walmart,N/A,Avocados,Fresh Produce
2025-12-09,"Fresh Lemon, Each",0.0,N/A,Walmart,N/A,Lemon,Fresh Produce
2025-12-09,"Fresh Whole Carrots, 1 lb Bag",1.32,0.083,Walmart,oz,Carrots,Fresh Produce
2025-12-09,"Fresh Whole Yellow Onion, Each",0.7,0.88,Walmart,lb,Onion,Fresh Produce
2025-12-09,"Honey Smoked Turkey Breast & White Turkey, 1 lb",0.0,0.0,Aldi,oz,Turkey,Meat/Protein
2025-12-09,"Italian Bread Loaf, 16 oz",0.0,0.0,Aldi,oz,Sandwich Bread,Grains
2025-12-09,"Organic Garlic Powder, 2.5 oz",0.0,0.0,Aldi,oz,Garlic Powder,Condiments/Spices
2025-12-09,"Organic Ground Cumin, 1.5 oz",0.0,0.0,Aldi,oz,Cumin,Condiments/Spices
2025-12-09,"Quick Oats, 42 oz",0.0,0.0,Aldi,oz,Quick Oats,Snacks
2025-12-09,"Tomato Ketchup, 38 oz",0.0,0.0,Aldi,oz,Ketchup,Condiments/Spices
2025-12-09,"USDA Organic Black Beans, 15 oz Can",0.0,N/A,Aldi,N/A,Black Beans,Sauces/Canned Goods
