date,item_name,price,price_per_unit,store,ppu_unit,alt_name,category
2025-01-01,"100% Apple Juice, 64 fl oz",1.89,0.03,Aldi,fl oz,Apple Juice,Beverages
2025-01-01,"2% Milk, 1 gal",3.35,3.35,Aldi,gal,Milk,Dairy
2025-01-01,"Active Dry Yeast Packets, 3 count",1.09,1.453,Aldi,oz,Dry Yeast,Baking Goods
2025-01-01,"All Purpose Flour, 5 lb",1.99,0.398,Aldi,lb,Flour,Baking Goods
2025-01-01,"Baking Powder, 8.1 oz",2.15,0.265,Aldi,oz,Baking Powder,Baking Goods
2025-01-01,"Baking Soda, 16 oz",0.99,0.062,Aldi,oz,Baking Soda,Baking Goods
2025-01-01,"Balsamic Vinegar of Modena, 16.9 fl oz",2.75,0.163,Aldi,fl oz,Balsamic Vinegar,Oils/Vinegars
2025-01-01,"Bananas, per lb",0.16,0.485,Aldi,lb,Bananas,Fresh Produce
2025-01-01,Beefsteak Tomatoes,1.74,2.49,Wegmans,lb,Tomatoes,Fresh Produce
2025-01-01,"Black Tea Bags, 100 Count",1.99,0.02,Aldi,ct,Tea Bags,Beverages
2025-01-01,Broccoli Crowns,1.37,1.99,Wegmans,lb,Broccoli,Fresh Produce
2025-01-01,Bulk Garlic,0.94,4.49,Wegmans,lb,Garlic,Fresh Produce
2025-01-01,"Canned Whole Kernel Golden Sweet Corn, 15.25 oz",0.55,0.036,Aldi,oz,Green Chiles,Sauces/Canned Goods
2025-01-01,"Chicken Broth, 32 oz",1.29,0.04,Aldi,oz,Chicken Stock,Sauces/Canned Goods
2025-01-01,"Chili Powder, 2.5 oz",0.89,0.356,Aldi,oz,Chili Powder,Condiments/Spices
2025-01-01,"Chopped Green Chiles, 4 oz Can",0.89,0.223,Aldi,oz,Green Chiles,Sauces/Canned Goods
2025-01-01,"Chunk Light Tuna in Water, 5 oz Can",1.25,0.25,Aldi,oz,Tuna,Sauces/Canned Goods
2025-01-01,"Cinnamon Crunch Squares, 19.3 oz",3.09,0.16,Aldi,oz,Cereal,Snacks
2025-01-01,"Classic Roast Medium Ground Coffee, 30.5 oz",8.25,0.27,Aldi,oz,Coffee,Beverages
2025-01-01,"Concord Grape Jelly, 30 oz",2.85,0.095,Aldi,oz,Jelly,Sauces/Canned Goods
2025-01-01,"Condensed Tomato Soup, 10.75 oz Can",1.39,0.129,Aldi,oz,Soups,Sauces/Canned Goods
2025-01-01,"Creamy Alfredo Sauce, 15 oz",1.85,0.123,Aldi,oz,Alfredo Sauce,Sauces/Canned Goods
2025-01-01,"Creamy Peanut Butter, 18 oz",2.05,0.114,Aldi,oz,Peanut Butter,Sauces/Canned Goods
2025-01-01,"Crushed Red Pepper, 1.5 oz",0.89,0.593,Aldi,oz,Red Pepper,Condiments/Spices
2025-01-01,"Deli Sliced Provolone Cheese, 8 oz",1.99,0.249,Aldi,oz,Sliced Cheese,Dairy
2025-01-01,"Fajita Flour Tortillas, 20 count",1.75,0.076,Aldi,oz,Tortillas,Grains
2025-01-01,Fresh 93% Lean 7% Fat Ground Beef,5.99,5.99,Aldi,lb,Beef,Meat/Protein
2025-01-01,"Fresh Broccoli Crowns, Each",2.27,N/A,Walmart,N/A,Broccoli,Fresh Produce
2025-01-01,Fresh Chicken Breasts,6.11,3.491,Aldi,lb,Chicken,Meat/Protein
2025-01-01,"Fresh Cilantro, Bunch",0.68,0.17,Walmart,oz,Cilantro,Fresh Produce
2025-01-01,"Fresh Color Bell Peppers, 3 Count",2.97,0.99,Walmart,count,Bell Peppers,Fresh Produce
2025-01-01,"Fresh Hass Avocados, Each",0.88,N/A,Walmart,N/A,Avocados,Fresh Produce
2025-01-01,"Fresh Lemon, Each",0.68,N/A,Walmart,N/A,Lemon,Fresh Produce
2025-01-01,"Fresh Lime, Each",0.25,N/A,Walmart,N/A,Lime,Fresh Produce
2025-01-01,"Fresh Strawberries, 1 lb Container",4.74,0.296,Walmart,oz,Strawberries,Fresh Produce
2025-01-01,"Frozen Berry Medley, 32 oz",7.69,0.24,Aldi,oz,Frozen Fruit and Berries,Frozen Goods
2025-01-01,"Grade A Large White Eggs, 1 dozen",4.39,0.366,Aldi,ct,Eggs,Meat/Protein
2025-01-01,"Graham Cracker Pie Crust, 6 oz",1.39,0.232,Aldi,oz,Pie Crust,Frozen Goods
2025-01-01,"Granulated Sugar, 4 lb",2.95,0.738,Aldi,lb,Granulated Sugar,Baking Goods
2025-01-01,"Great Value 100% Apple Juice, 96 fl oz",2.84,0.03,Walmart,fl oz,Apple Juice,Beverages
2025-01-01,"Great Value All Natural Boneless Skinless Chicken Breasts, 3 lb (Frozen)",9.48,3.16,Walmart,lb,Chicken,Meat/Protein
2025-01-01,"Great Value Garlic Powder, 3.4 oz",1.12,N/A,Walmart,N/A,Garlic Powder,Condiments/Spices
2025-01-01,"Great Value Golden Sweet Whole Kernel Corn, Canned Corn, 15 oz Can",0.64,N/A,Walmart,N/A,Green Chiles,Sauces/Canned Goods
2025-01-01,"Great Value Medium Soft Taco Flour Tortillas, 16 oz, 10 Count",1.98,0.124,Walmart,oz,Tortillas,Grains
2025-01-01,"Great Value Mozzarella String Cheese Sticks, 12 oz Bag, 12 Count (Refrigerated)",3.34,0.278,Walmart,oz,String Cheese,Dairy
2025-01-01,"Great Value Original Sour Cream, 16 oz Tub",1.97,0.123,Walmart,oz,Sour Cream,Dairy
2025-01-01,Great Value Patties Shredded Seasoned Poatato Hash Brown,3.42,0.152,Walmart,oz,Hash Browns,Snacks
2025-01-01,"Great Value Pure Granulated Sugar, 4 lb",3.14,0.049,Walmart,oz,Granulated Sugar,Baking Goods
2025-01-01,"Great Value Saltine Crackers, 16 oz, 4 Count",1.74,0.109,Walmart,oz,Crackers,Snacks
2025-01-01,"Great Value Tomato Ketchup, 32 oz",1.94,0.061,Walmart,oz,Ketchup,Condiments/Spices
2025-01-01,"Great Value Vegetable Oil, 48 fl oz",3.97,0.083,Walmart,fl oz,Vegetable Oil,Oils/Vinegars
2025-01-01,"Great Value White Sandwich Bread, 20 oz",1.42,0.071,Walmart,oz,Sandwich Bread,Grains
2025-01-01,"Great Value, Large White Eggs, 12 Count",3.97,0.331,Walmart,count,Eggs,Meat/Protein
2025-01-01,"Ground Black Pepper, 3 oz",3.09,1.03,Aldi,oz,Black Pepper,Condiments/Spices
2025-01-01,"Hash Brown Patties, 20 count",5.85,0.292,Aldi,ct,Hash Browns,Snacks
2025-01-01,"Honey Bear, 12 oz",4.09,0.341,Aldi,oz,Honey,Baking Goods
2025-01-01,"Honey Smoked Turkey Breast & White Turkey, 1 lb",4.95,0.309,Aldi,oz,Turkey,Meat/Protein
2025-01-01,"Italian Bread Loaf, 16 oz",4.39,0.274,Aldi,oz,Sandwich Bread,Grains
2025-01-01,Italian Parsley,1.49,1.49,Wegmans,lb,Parsley,Fresh Produce
2025-01-01,"Marketside Fresh Spinach, 10 oz Bag, Fresh",1.98,0.198,Walmart,oz,Spinach,Fresh Produce
2025-01-01,"Mayonnaise, 32 fl oz",5.15,0.172,Aldi,fl oz,Mayonnaise,Condiments/Spices
2025-01-01,"Movie Theater Butter Microwave Popcorn, 12 count",4.75,0.396,Aldi,x,Popcorn,Snacks
2025-01-01,"Mozzarella String Cheese, 12 count",2.95,0.246,Aldi,oz,String Cheese,Dairy
2025-01-01,"Nonfat Vanilla Blended Greek Yogurt, 32 oz",3.85,0.12,Aldi,oz,Greek Yogurt,Dairy
2025-01-01,"Orange Juice From Concentrate, 1 gal",7.15,0.056,Aldi,fl oz,Orange Juice,Beverages
2025-01-01,"Organic Apple Cider Vinegar, 33.8 oz",5.49,0.162,Aldi,fl oz,Apple Cider Vinegar,Oils/Vinegars
2025-01-01,"Organic Extra Virgin Olive Oil, 16.9 fl oz",8.25,0.415,Aldi,fl oz,Olive Oil,Oils/Vinegars
2025-01-01,"Organic Garlic Powder, 2.5 oz",2.19,0.876,Aldi,oz,Garlic Powder,Condiments/Spices
