date,item_name,price,price_per_unit,store,ppu_unit,alt_name,category
2025-01-16,"100% Apple Juice, 64 fl oz",1.89,0.03,Aldi,fl oz,Apple Juice,Beverages
2025-01-16,"2% Milk, 1 gal",3.25,3.25,Aldi,gal,Milk,Dairy
2025-01-16,"Active Dry Yeast Packets, 3 count",1.09,1.453,Aldi,oz,Dry Yeast,Baking Goods
2025-01-16,"All Purpose Flour, 5 lb",2.59,0.518,Aldi,lb,Flour,Baking Goods
2025-01-16,"Avocados, each",0.75,0.75,Aldi,each,Avocados,Fresh Produce
2025-01-16,"Baking Potatoes, 5 lb",3.95,0.79,Aldi,lb,Potatoes,Fresh Produce
2025-01-16,"Baking Powder, 8.1 oz",2.15,0.265,Aldi,oz,Baking Powder,Baking Goods
2025-01-16,"Baking Soda, 16 oz",0.99,0.062,Aldi,oz,Baking Soda,Baking Goods
2025-01-16,"Balsamic Vinegar of Modena, 16.9 fl oz",2.75,0.163,Aldi,fl oz,Balsamic Vinegar,Oils/Vinegars
2025-01-16,"Bananas, per lb",0.16,0.485,Aldi,lb,Bananas,Fresh Produce
2025-01-16,"Black Tea Bags, 100 Count",1.99,0.02,Aldi,ct,Tea Bags,Beverages
2025-01-16,Broccoli Crowns,2.15,2.15,Aldi,lb,Broccoli,Fresh Produce
2025-01-16,"Canned Whole Kernel Golden Sweet Corn, 15.25 oz",0.69,0.045,Aldi,oz,Green Chiles,Sauces/Canned Goods
2025-01-16,"Carrots, 2 lb",1.49,0.745,Aldi,lb,Carrots,Fresh Produce
2025-01-16,"Chicken Broth, 32 oz",1.29,0.04,Aldi,oz,Chicken Stock,Sauces/Canned Goods
2025-01-16,"Chili Powder, 2.5 oz",0.89,0.356,Aldi,oz,Chili Powder,Condiments/Spices
2025-01-16,"Chopped Green Chiles, 4 oz Can",0.89,0.223,Aldi,oz,Green Chiles,Sauces/Canned Goods
2025-01-16,"Chunk Light Tuna in Water, 5 oz Can",1.25,0.25,Aldi,oz,Tuna,Sauces/Canned Goods
2025-01-16,Cilantro Bunch,0.75,0.75,Aldi,each,Cilantro,Fresh Produce
2025-01-16,"Cinnamon Crunch Squares, 19.3 oz",3.09,0.16,Aldi,oz,Cereal,Snacks
2025-01-16,"Classic Roast Medium Ground Coffee, 30.5 oz",8.25,0.27,Aldi,oz,Coffee,Beverages
2025-01-16,"Concord Grape Jelly, 30 oz",2.85,0.095,Aldi,oz,Jelly,Sauces/Canned Goods
2025-01-16,"Condensed Tomato Soup, 10.75 oz Can",1.39,0.129,Aldi,oz,Soups,Sauces/Canned Goods
2025-01-16,"Creamy Alfredo Sauce, 15 oz",1.85,0.123,Aldi,oz,Alfredo Sauce,Sauces/Canned Goods
2025-01-16,"Creamy Peanut Butter, 18 oz",2.05,0.114,Aldi,oz,Peanut Butter,Sauces/Canned Goods
