date,item_name,price,price_per_unit,sale_price,store
2025-02-25,"Great Value Crispy Rice Treats, 16 Count",4.28,34.2 ¢/oz,N/A,Walmart
2025-02-25,"Great Value Crispy Rice Treats, 40 Count",9.48,30.4 ¢/oz,N/A,Walmart
2025-02-25,"Great Value Hickory Smoked Bacon, 12 oz",3.64,$4.85/lb,N/A,Walmart
2025-02-25,"Great Value White Round Top Bread Loaf, 20 oz",1.42,7.1 ¢/oz,N/A,Walmart
2025-02-25,Great Value Taters Seasoned and Shredded Potatoes,2.97,9.3 ¢/oz,N/A,Walmart
2025-02-25,"Great Value Frosted Strawberry Toaster Pastries, 20.3 oz, 12 Count",1.92,9.5 ¢/oz,N/A,Walmart
2025-02-25,"Great Value Purified Drinking Water, 16.9 Fl. Oz., 40 Count",5.36,0.8 ¢/fl oz,N/A,Walmart
2025-02-25,"Great Value Whole Vitamin D Milk, Gallon, Plastic, Jug, 128 Fl Oz",3.38,2.6 ¢/fl oz,N/A,Walmart
2025-02-25,"Great Value Cinnamon French Toast Sticks, 16 oz (Frozen)",3.16,19.8 ¢/oz,N/A,Walmart
2025-02-25,"Great Value Butter Flavor Flaky Jumbo Biscuits, 8 Count",1.97,12.3 ¢/oz,N/A,Walmart
2025-02-25,"Great Value Seasoned French Fried Potatoes, 32 oz Bag (Frozen)",2.97,9.3 ¢/oz,N/A,Walmart
2025-02-25,"Great Value Cut Green Beans, Canned Green Beans, 14.5 oz Can",0.68,4.7 ¢/oz,N/A,Walmart
2025-02-25,"Great Value White Sandwich Bread, 20 oz",1.42,7.1 ¢/oz,N/A,Walmart
2025-02-25,"Great Value Vegetable Oil, 48 fl oz",3.97,8.3 ¢/fl oz,N/A,Walmart
2025-02-25,"Great Value Saltine Crackers, 16 oz, 4 Count",1.74,10.9 ¢/oz,N/A,Walmart
2025-02-25,"Great Value Medium Soft Taco Flour Tortillas, 16 oz, 10 Count",1.98,12.4 ¢/oz,N/A,Walmart
2025-02-25,"Great Value Pure Granulated Sugar, 4 lb",3.14,4.9 ¢/oz,N/A,Walmart
2025-02-25,"Great Value Hamburger Buns, 8 Count, 11 oz",1.46,13.3 ¢/oz,N/A,Walmart
2025-02-25,"Great Value Golden Sweet Whole Kernel Corn, 15 Oz",0.68,4.5 ¢/oz,N/A,Walmart
2025-02-25,"Great Value Finely Shredded Colby Jack Cheese, 8 oz",2.24,$2.24,1.97,Walmart
2025-02-25,"Great Value Sweet Cream Salted Butter, 16 oz Box, 4 Sticks, Refrigerated",3.96,24.8 ¢/oz,N/A,Walmart
2025-02-25,"Great Value Chunk Light Tuna in Water, 5 oz, 4 Pack",3.22,$3.22,3.18,Walmart
2025-02-25,"Great Value Singles American Pasteurized Prepared Cheese Product, 16 oz, 24 Count",2.48,15.5 ¢/oz,N/A,Walmart
2025-02-25,"Great Value Tomato Ketchup, 32 oz",1.94,6.1 ¢/oz,N/A,Walmart
2025-02-25,"Great Value Mozzarella String Cheese Sticks, 12 oz Bag, 12 Count (Refrigerated)",3.34,27.8 ¢/oz,N/A,Walmart
2025-02-25,"Great Value Hot Dog Buns, White, 11 oz, 8 Count",1.46,13.3 ¢/oz,N/A,Walmart
2025-02-25,"Great Value, 2% Reduced Fat Milk, Gallon, Refrigerated",3.04,2.4 ¢/fl oz,N/A,Walmart
2025-02-25,Great Value Frozen 20 oz Pepper & Onion Blend 20 oz,2.74,13.7 ¢/oz,N/A,Walmart
2025-02-25,"Great Value Five Cheese Texas Toast, 8 Count, 13.5 Ounce (Frozen)",2.44,18.1 ¢/oz,N/A,Walmart
2025-02-25,"Great Value Original Sour Cream, 16 oz Tub",1.97,12.3 ¢/oz,N/A,Walmart
2025-02-25,"Great Value Penne Pasta, 16 oz Box, (Shelf Stable)",0.98,6.1 ¢/oz,N/A,Walmart
2025-02-25,"Great Value Cream Cheese Bar 8 oz, 2 Count",3.67,22.9 ¢/oz,N/A,Walmart
2025-02-25,"Great Value Sweet Hawaiian Rolls, 12 oz, 12 Count",2.68,22.3 ¢/oz,N/A,Walmart
2025-02-25,"Great Value Crinkle Cut French Fried Potatoes, 32 oz Bag (Frozen)",2.97,9.3 ¢/oz,N/A,Walmart
2025-02-25,"Great Value Frozen Broccoli & Cauliflower, 12 oz",1.16,9.7 ¢/oz,N/A,Walmart
2025-02-25,"Great Value Mozzarella Cheese Sticks Appetizer, 17.4 oz Carton (Frozen)",4.96,28.5 ¢/oz,N/A,Walmart
