date,item_name,price,price_per_unit,sale_price,store
2024-08-26,"Strawberries,   1 lb",1.89,1 lb,N/A,Aldi
2024-08-26,"Blueberries,   1 pint",2.65,1 pt,N/A,Aldi
2024-08-26,"Multi-Colored Peppers,  3 count",3.29,3 ct,N/A,Aldi
2024-08-26,"Honeycrisp Apples,  2 lb",3.29,2 lb,N/A,Aldi
2024-08-26,"Red Grapes, per lb",2.90,avg. 2.25 lb/piece,N/A,Aldi
2024-08-26,"Bananas,   per lb",0.10,avg. 0.33 lb/piece,N/A,Aldi
2024-08-26,"Chicken Caesar Salad Bowl, 6.25 oz",3.19,6.25 oz,N/A,Aldi
2024-08-26,"Flat Leaf Spinach, 8 oz",1.65,8 oz,N/A,Aldi
2024-08-26,"Classic Coleslaw, 14 oz",1.69,14 oz,N/A,Aldi
2024-08-26,Chef Salad Bowl,3.19,7.8 oz,N/A,Aldi
2024-08-26,"Spinach & Artichoke Stuffed Mushrooms, 8.5 oz",4.39,8.5 oz,N/A,Aldi
2024-08-26,"Organic Chopped Kale, 12 oz",3.55,12 oz,N/A,Aldi
2024-08-26,"Pineapple  Spears, 16 oz",4.19,16 oz,N/A,Aldi
2024-08-26,"Southwest Chopped Salad Kit, 12 oz",3.65,12 oz,N/A,Aldi
2024-08-26,Sunflower Chopped Salad Kit,3.65,11.1 oz,N/A,Aldi
2024-08-26,"Spring Mix, 5 oz",2.09,5 oz,N/A,Aldi
2024-08-26,"Garden Salad, 12 oz",1.95,12 oz,N/A,Aldi
2024-08-26,"Sweet Kale Chopped Salad Kit, 12 oz",3.65,12.2 oz,N/A,Aldi
2024-08-26,"Caesar Salad  Kit, 10 oz",3.29,10 oz,N/A,Aldi
2024-08-26,"Asian Chopped Salad Kit, 12 oz",3.65,1 each,N/A,Aldi
2024-08-26,"Organic Arugula and Spinach Mix, 5 oz",3.19,5 oz,N/A,Aldi
2024-08-26,"Shredded Lettuce, 8 oz",2.09,8 oz,N/A,Aldi
2024-08-26,"Mango Slices, 16 oz",4.75,16 oz,N/A,Aldi
2024-08-26,"Watermelon  Spears, 16 oz",4.19,16 oz,N/A,Aldi
2024-08-26,"Sweet Butter Salad, 8 oz",2.85,6 oz,N/A,Aldi
2024-08-26,"Organic  Mixed Greens, 5 oz",3.19,5 oz,N/A,Aldi
2024-08-26,"Organic Spring Mix, 16 oz",5.39,16 oz,N/A,Aldi
2024-08-26,"Organic Baby Spinach, 5 oz",3.19,5 oz,N/A,Aldi
2024-08-26,"Caesar Chopped Salad Kit, 10.80 oz",3.65,10.8 oz,N/A,Aldi
2024-08-26,Party Pack Tomatoes,5.49,1.5 lb,N/A,Aldi
2024-08-26,"Strawberries,   1 lb",1.89,1 lb,N/A,Aldi
2024-08-26,"Blueberries,   1 pint",2.65,1 pt,N/A,Aldi
2024-08-26,"Multi-Colored Peppers,  3 count",3.29,3 ct,N/A,Aldi
2024-08-26,"Honeycrisp Apples,  2 lb",3.29,2 lb,N/A,Aldi
2024-08-26,"Red Grapes, per lb",2.90,avg. 2.25 lb/piece,N/A,Aldi
2024-08-26,"Bananas,   per lb",0.10,avg. 0.33 lb/piece,N/A,Aldi
2024-08-26,"Carrots, 2 lb",1.55,2 lb,N/A,Aldi
2024-08-26,"Romaine Lettuce Hearts, 3 count",3.49,N/A,N/A,Aldi
2024-08-26,Bronze Muscadine Grapes,3.85,20 oz,N/A,Aldi
2024-08-26,"Cucumber, each",0.65,1 each,N/A,Aldi
2024-08-26,Artisan Lettuce,3.65,1 each,N/A,Aldi
2024-08-26,"Baby  Peeled Carrots, 16 oz",0.99,16 oz,N/A,Aldi
2024-08-26,"Granny Smith Apples, 3 lb",3.65,3 lb,N/A,Aldi
2024-08-26,"Golden Kiwi, Package",4.29,1 lb,N/A,Aldi
2024-08-26,"Red Delicious Apples, 3 lb",3.29,3 lb,N/A,Aldi
2024-08-26,"Strawberries,   1 lb",1.89,1 lb,N/A,Aldi
2024-08-26,"Green Peppers, 3 pack",1.89,3 ct,N/A,Aldi
2024-08-26,"Pink Lady Apples, 3 lb",4.29,3 lb,N/A,Aldi
2024-08-26,"Russet  Potatoes, 10 lb",5.75,10 lb,N/A,Aldi
2024-08-26,"Blueberries,   1 pint",2.65,1 pt,N/A,Aldi
2024-08-26,"Organic Red Grapes, 2 lb",5.49,2 lb,N/A,Aldi
2024-08-26,"Mandarin Oranges,  3 lb",3.95,3 lb,N/A,Aldi
2024-08-26,"Pineapple, each",2.15,1 each,N/A,Aldi
2024-08-26,"Portabella Mushrooms, 6 oz",2.39,6 oz,N/A,Aldi
2024-08-26,"Blackberries, 6 oz",2.65,6 oz,N/A,Aldi
2024-08-26,"Asparagus,  1 lb",2.89,1 lb,N/A,Aldi
2024-08-26,"Kiwi, 1 lb",2.49,2 lb,N/A,Aldi
2024-08-26,"Organic Blueberries, Package",4.65,1 pt,N/A,Aldi
2024-08-26,"Jalapeno Peppers, 8 oz",0.79,8 oz,N/A,Aldi
2024-08-26,"Cauliflower Crowns, each",3.05,N/A,N/A,Aldi
