date,item_name,price,price_per_unit,sale_price,store
2025-04-01,"Great Value Crispy Rice Treats, 40 Count",9.48,30.4 ¢/oz,N/A,Walmart
2025-04-01,Great Value Taters Seasoned and Shredded Potatoes,2.97,9.3 ¢/oz,N/A,Walmart
2025-04-01,"Great Value Chunk Light Tuna in Water, 5 oz, 4 Pack",3.22,$3.22,3.18,Walmart
2025-04-01,"Great Value Hickory Smoked Bacon, 12 oz",3.64,$4.85/lb,N/A,Walmart
2025-04-01,"Great Value Purified Drinking Water, 16.9 Fl. Oz., 40 Count",5.47,0.8 ¢/fl oz,N/A,Walmart
2025-04-01,"Great Value Cut Green Beans, Canned Green Beans, 14.5 oz Can",0.68,4.7 ¢/oz,N/A,Walmart
2025-04-01,"Great Value Vanilla Flavored Ice Cream Sandwiches, 42 fl oz, 12 Pack",2.97,7.1 ¢/fl oz,N/A,Walmart
2025-04-01,"Great Value White Sandwich Bread, 20 oz",1.42,7.1 ¢/oz,N/A,Walmart
2025-04-01,"Great Value White Round Top Bread Loaf, 20 oz",1.42,7.1 ¢/oz,N/A,Walmart
2025-04-01,"Great Value Hot Dog Buns, White, 11 oz, 8 Count",1.46,13.3 ¢/oz,N/A,Walmart
2025-04-01,"Great Value Hashbrown Patties, 22oz",3.42,15.2 ¢/oz,N/A,Walmart
2025-04-01,"Great Value Peanut Butter Wafer Bars, 2 oz, 6 pack",1.98,16.5 ¢/oz,N/A,Walmart
2025-04-01,"Great Value Large White Eggs, 18 Count",7.34,40.8 ¢/count,N/A,Walmart
2025-04-01,"Great Value Hamburger Buns, 8 Count, 11 oz",1.46,13.3 ¢/oz,N/A,Walmart
2025-04-01,"Great Value Pure Granulated Sugar, 4 lb",3.14,4.9 ¢/oz,N/A,Walmart
2025-04-01,"Great Value Whole Vitamin D Milk, Gallon, Plastic, Jug, 128 Fl Oz",3.36,2.6 ¢/fl oz,N/A,Walmart
2025-04-01,"Great Value Butter Flavor Flaky Jumbo Biscuits, 8 Count",1.97,12.3 ¢/oz,N/A,Walmart
2025-04-01,"Great Value Frosted Strawberry Toaster Pastries, 20.3 oz, 12 Count",1.92,9.5 ¢/oz,N/A,Walmart
2025-04-01,"Great Value Garlic Powder, 3.4 oz",1.16,34.1 ¢/oz,N/A,Walmart
2025-04-01,"Great Value Golden Sweet Whole Kernel Corn, 15 oz",0.68,4.5 ¢/oz,N/A,Walmart
2025-04-01,"Great Value Frozen Broccoli & Cauliflower, 12 oz",1.16,9.7 ¢/oz,N/A,Walmart
2025-04-01,"Great Value Original Syrup, 24 oz",2.36,9.8 ¢/fl oz,N/A,Walmart
2025-04-01,Great Value Spaghetti 16oz,0.98,6.1 ¢/oz,N/A,Walmart
2025-04-01,"Great Value Finely Shredded Fiesta Blend Cheese, 8 oz",2.24,$2.24,1.97,Walmart
2025-04-01,"Great Value Medium Soft Taco Flour Tortillas, 16 oz, 10 Count",1.98,12.4 ¢/oz,N/A,Walmart
2025-04-01,"Great Value Frosted Cookies & Cream Toaster Pastries, 20.3oz, 12 Count",1.92,9.5 ¢/oz,N/A,Walmart
2025-04-01,"Great Value 4 Cheese Alfredo Pasta Sauce, 16 oz",1.82,11.4 ¢/oz,N/A,Walmart
2025-04-01,"Great Value Tomato Ketchup, 32 oz",1.94,6.1 ¢/oz,N/A,Walmart
2025-04-01,"Great Value Saltine Crackers, 16 oz, 4 Count",1.74,10.9 ¢/oz,N/A,Walmart
2025-04-01,"Great Value Cinnamon French Toast Sticks, 16 oz (Frozen)",3.16,19.8 ¢/oz,N/A,Walmart
2025-04-01,"Great Value Mozzarella String Cheese Sticks, 12 oz Bag, 12 Count (Refrigerated)",3.34,27.8 ¢/oz,N/A,Walmart
2025-04-01,"Great Value Whole Onion Rings, 16 oz Bag (Frozen)",3.42,21.4 ¢/oz,N/A,Walmart
2025-04-01,"Great Value Purified Drinking Water, 16.9 fl oz, 24 Count",3.64,0.9 ¢/fl oz,N/A,Walmart
2025-04-01,"Great Value Sweet Cream Salted Butter, 16 oz Box, 4 Sticks, Refrigerated",3.96,24.8 ¢/oz,N/A,Walmart
2025-04-01,"Great Value Finely Shredded Colby Jack Cheese, 8 oz",2.24,$2.24,1.97,Walmart
2025-04-01,"Great Value Seasoned French Fried Potatoes, 32 oz Bag (Frozen)",2.97,9.3 ¢/oz,N/A,Walmart
2025-04-01,"Great Value, Large White Eggs, 12 Count",4.97,41.4 ¢/count,N/A,Walmart
2025-04-01,"Great Value California Style Vegetable Mix, 12 oz Bag (Frozen)",1.16,9.7 ¢/oz,N/A,Walmart
2025-04-01,"Great Value Sweet Hawaiian Rolls, 12 oz, 12 Count",2.68,22.3 ¢/oz,N/A,Walmart
2025-04-01,"Great Value Five Cheese Texas Toast, 8 Count, 13.5 Ounce (Frozen)",2.44,18.1 ¢/oz,N/A,Walmart
2025-04-01,"Great Value Deli Style Wedges Seasoned Potatoes, 32 oz Bag (Frozen)",2.97,9.3 ¢/oz,N/A,Walmart
2025-04-01,N/A,N/A,N/A,N/A,Walmart
