date,item_name,price,price_per_unit,sale_price,store
2025-08-08,"Great Value Organic Balsamic Vinegar of Modena, 8.45 fl oz",4.68,55.4 ¢/fl oz,N/A,Walmart
2025-08-08,"(3 pack) Great Value Gluten-Free Chocolate Creme Sandwich Cookies, Shelf Stable, 10.5 oz, 24 Per Pack",11.49,36.5 ¢/oz,N/A,Walmart
2025-08-08,"Great Value Taters Seasoned and Shredded Potatoes, 32 oz, 2 lbs (Frozen)",2.97,9.3 ¢/oz,N/A,Walmart
2025-08-08,"Great Value White Sandwich Bread, 20 oz",1.42,7.1 ¢/oz,N/A,Walmart
2025-08-08,"Great Value Naturally Hickory Smoked Sliced Bacon, 12 oz",3.97,$5.29/lb,N/A,Walmart
2025-08-08,"Great Value Purified Drinking Water, 16.9 Fl. Oz., 40 Count",5.64,$5.64,4.92,Walmart
2025-08-08,"Great Value Seasoned Potato Hash Brown Patties, Shredded, 22.5 oz, 10 Count (Frozen)",3.42,15.2 ¢/oz,N/A,Walmart
2025-08-08,"Great Value Vanilla Flavored Ice Cream Sandwiches, 42 fl oz, 12 Pack",2.97,7.1 ¢/fl oz,N/A,Walmart
2025-08-08,"Great Value Peanut Butter Wafer Bars, 2 oz, 6 Pack",1.98,16.5 ¢/oz,N/A,Walmart
2025-08-08,"Great Value Onion Powder, 3.25 oz",1.24,38.2 ¢/oz,N/A,Walmart
2025-08-08,"Great Value Glazed Honey Buns, 10.5 oz, 6 Count",1.98,18.9 ¢/oz,N/A,Walmart
2025-08-08,"Great Value Fully Cooked Chicken Nuggets, 32 oz (Frozen)",5.97,18.7 ¢/oz,N/A,Walmart
2025-08-08,"Great Value Butter Flavor Flaky Jumbo Biscuits, 8 Count",1.97,12.3 ¢/oz,N/A,Walmart
2025-08-08,"Great Value Mozzarella String Cheese Sticks, 12 oz Bag, 12 Count (Refrigerated)",3.34,27.8 ¢/oz,N/A,Walmart
2025-08-08,"Great Value Original Snack Meat Sticks, 3.92 oz, 14 Count",3.34,$13.92/lb,N/A,Walmart
2025-08-08,"Great Value Pepper & Onion Blend, 20 oz (Frozen)",2.84,14.2 ¢/oz,N/A,Walmart
2025-08-08,"Great Value Individually Plastic Wrapped Singles American Cheese Product, 16 oz Package, 24 Slices",2.48,15.5 ¢/oz,N/A,Walmart
2025-08-08,"Great Value Chunk Light Tuna in Water, 5 oz, 4 Pack",3.62,18.1 ¢/oz,N/A,Walmart
2025-08-08,"Great Value Large White Eggs, 18 Count",4.37,24.3 ¢/count,N/A,Walmart
2025-08-08,"Great Value Baked Buttery Round Crackers, 13.7 oz",2.86,20.9 ¢/oz,N/A,Walmart
2025-08-08,GREAT VALUE 12.4 OZ WHITE CHEDDAR CHEESE CRACKERS,2.57,20.7 ¢/oz,N/A,Walmart
2025-08-08,"Great Value Colby Jack Deli Style Sliced Cheese, 8 oz Package, 12 Slices",2.24,$2.24,1.97,Walmart
2025-08-08,"Great Value Tomato Ketchup, 32 oz",1.94,6.1 ¢/oz,N/A,Walmart
2025-08-08,"Great Value Colby Jack Finely Shredded Cheese, 8 oz Bag",1.97,24.6 ¢/oz,N/A,Walmart
2025-08-08,"Great Value Garlic Powder, 3.4 oz",1.24,36.5 ¢/oz,N/A,Walmart
2025-08-08,"Great Value Concord Grape Jelly, 30 oz",2.74,9.1 ¢/oz,N/A,Walmart
2025-08-08,"Great Value Gluten-Free French Onion Dip, 16 oz Tub, Refrigerated",1.97,12.3 ¢/oz,N/A,Walmart
2025-08-08,"Great Value Medium Soft Taco Flour Tortillas, 17.5 oz Bag, 10 Count (Shelf Stable)",1.98,11.3 ¢/oz,N/A,Walmart
2025-08-08,"Great Value Cinnamon French Toast Sticks, 16 oz, Box (Frozen)",3.16,19.8 ¢/oz,N/A,Walmart
2025-08-08,"Great Value Fiesta Blend Finely Shredded Cheese, 8 oz Bag",1.97,24.6 ¢/oz,N/A,Walmart
2025-08-08,"Great Value French Vanilla Coffee Creamer, 32 fl oz",2.86,8.9 ¢/fl oz,N/A,Walmart
2025-08-08,"Great Value Original English Muffins, 12 oz Bag, 6 Count (Refrigerated)",1.48,12.3 ¢/oz,N/A,Walmart
2025-08-08,"Great Value Saltine Crackers, 16 oz, 4 Count",1.84,11.5 ¢/oz,N/A,Walmart
2025-08-08,"Great Value Ready to Bake Regular Chocolate Chip Cookie Dough, 16.5 oz",2.97,18.0 ¢/oz,N/A,Walmart
2025-08-08,"Great Value Frosted Cookies & Cream Toaster Pastries, 20.3oz, 12 Count",2.18,10.7 ¢/oz,N/A,Walmart
2025-08-08,"Great Value Yellow Mustard, 20 oz Squeeze Bottle",0.98,4.9 ¢/oz,N/A,Walmart
2025-08-08,"Great Value 1% Low-fat Chocolate Milk Half Gallon, Plastic, Jug, 64 fl oz",1.67,2.6 ¢/fl oz,N/A,Walmart
2025-08-08,"Great Value, Large White Eggs, 12 Count",2.96,24.7 ¢/count,N/A,Walmart
2025-08-08,"Great Value Berry Punch, 59 oz",1.82,$1.82,1.50,Walmart
2025-08-08,"Great Value Flaky & Buttery Crescent Rolls, 8 oz, 8 Count",1.98,24.8 ¢/oz,N/A,Walmart
2025-08-08,"Great Value Petite Diced Tomatoes in Tomato Juice, 14.5 oz",0.96,6.6 ¢/oz,N/A,Walmart
2025-08-08,"Great Value Whole Vitamin D Milk, Gallon, Plastic, Jug, 128 fl oz",3.34,2.6 ¢/fl oz,N/A,Walmart
2025-08-08,N/A,N/A,N/A,N/A,Walmart
2025-08-08,N/A,N/A,N/A,N/A,Walmart
