date,item_name,price,price_per_unit,sale_price,store
2025-03-14,"Artisan Lettuce, each",3.55,1 each,N/A,Aldi
2025-03-14,"Org Roma Tomatoes, Package",2.65,1 lb,N/A,Aldi
2025-03-14,"Baby  Peeled Carrots, 16 oz",0.99,N/A,N/A,Aldi
2025-03-14,"Autumn Crisp Grapes, 2 lb Bag",6.59,N/A,N/A,Aldi
2025-03-14,"Granny Smith Apples, 3 lb",4.19,3 lb,N/A,Aldi
2025-03-14,Green Leaf Lettuce,2.05,1 each,N/A,Aldi
2025-03-14,"Organic Angel Sweet Tomatoes, 1 pt",4.19,10 oz,N/A,Aldi
2025-03-14,"Red Delicious Apples, 3 lb",2.85,3 lb,N/A,Aldi
2025-03-14,"Red & Yellow Potatoes, 24 oz",2.65,24 oz,N/A,Aldi
2025-03-14,"Strawberries,   1 lb",1.55,1 lb,N/A,Aldi
2025-03-14,"Green Peppers, 3 pack",2.85,3 ct,N/A,Aldi
2025-03-14,"Pink Lady Apples, 3 lb",4.29,N/A,N/A,Aldi
2025-03-14,"Organic Blackberries, 6 oz",3.29,6 oz,N/A,Aldi
2025-03-14,"Russet  Potatoes, 10 lb",4.85,10 lb,N/A,Aldi
2025-03-14,"Blueberries,   1 pint",3.95,1 pt,N/A,Aldi
2025-03-14,"Mandarin Oranges,  3 lb",3.95,3 lb,N/A,Aldi
2025-03-14,"Pineapple, each",2.55,N/A,N/A,Aldi
2025-03-14,"Grape Tomatoes,  10 oz",2.19,10 oz,N/A,Aldi
2025-03-14,"Blackberries, 6 oz",2.19,6 oz,N/A,Aldi
2025-03-14,"Asparagus,  1 lb",2.49,1 lb,N/A,Aldi
2025-03-14,"Jalapeno Peppers, 8 oz",0.95,8 oz,N/A,Aldi
2025-03-14,"Grapefruit, 5 lb",4.95,5 lb,N/A,Aldi
2025-03-14,"Cauliflower Crowns, each",3.25,1 each,N/A,Aldi
2025-03-14,"Mini Avocados, 6 count",3.25,6 ct,N/A,Aldi
2025-03-14,"Anjou Pears, 3 lb",5.75,3 lb,N/A,Aldi
2025-03-14,"Beefsteak Tomatoes, 1 lb",1.99,1 lb,N/A,Aldi
2025-03-14,"Tomatoes On the Vine, 24 oz",2.75,24 oz,N/A,Aldi
2025-03-14,"Sugar Snap Peas, 8 oz",2.65,8 oz,N/A,Aldi
2025-03-14,"Mini Sweet Peppers, 1 lb",3.25,1 lb,N/A,Aldi
2025-03-14,"Lemons, 2 lb",3.49,2 lb,N/A,Aldi
2025-03-14,"Flat Leaf Spinach, 8 oz",1.75,8 oz,N/A,Aldi
2025-03-14,"Organic Bananas, per lb",0.73,avg. 1 lb/piece,N/A,Aldi
2025-03-14,"Sunflower Chopped Salad Kit, 11.1 oz",3.65,12 oz,N/A,Aldi
2025-03-14,"Mini Avocados, 6 count",3.25,6 ct,N/A,Aldi
2025-03-14,"Green Peppers, 3 pack",2.85,3 ct,N/A,Aldi
2025-03-14,"Caesar Salad  Kit, 10 oz",3.29,10 oz,N/A,Aldi
2025-03-14,"Lemons, 2 lb",3.49,2 lb,N/A,Aldi
2025-03-14,"Green Grapes,  per lb",4.16,avg. 2.25 lb/piece,N/A,Aldi
2025-03-14,"Southwest Chopped Salad Kit, 12 oz",3.65,12 oz,N/A,Aldi
