date,item_name,price,price_per_unit,sale_price,store
2024-12-01,"Great Value Crispy Rice Treats, 40 Count",9.48,30.4 ¢/oz,N/A,Walmart
2024-12-01,"Great Value Large White Eggs, 18 Count",5.87,32.6 ¢/count,N/A,Walmart
2024-12-01,"Great Value Fully Cooked Chicken Nuggets, 32 oz (Frozen)",5.97,18.7 ¢/oz,N/A,Walmart
2024-12-01,"Great Value White Round Top Bread Loaf, 20 oz",1.42,7.1 ¢/oz,N/A,Walmart
2024-12-01,"Great Value Hickory Smoked Bacon, 12 oz",4.42,$5.89/lb,N/A,Walmart
2024-12-01,Great Value Taters Seasoned and Shredded Potatoes,3.42,$3.42,2.97,Walmart
2024-12-01,"Great Value Whole Vitamin D Milk, Gallon, Plastic, Jug, 128 Fl Oz",3.48,2.7 ¢/fl oz,N/A,Walmart
2024-12-01,"Great Value Purified Drinking Water, 16.9 fl oz Bottles, 40 Count",5.36,0.8 ¢/fl oz,N/A,Walmart
2024-12-01,"Great Value Premium Original Shells & Cheese, 12 oz Shelf Stable",1.48,12.3 ¢/oz,N/A,Walmart
2024-12-01,Great Value Patties Shredded Seasoned Poatato Hash Brown,3.42,15.2 ¢/oz,N/A,Walmart
2024-12-01,"Great Value Cinnamon French Toast Sticks, 16 oz (Frozen)",3.16,19.8 ¢/oz,N/A,Walmart
2024-12-01,"Great Value Alfredo Pasta Sauce, 16 Oz",1.82,11.4 ¢/oz,N/A,Walmart
2024-12-01,"Great Value Tomato Ketchup, 32 oz",1.94,6.1 ¢/oz,N/A,Walmart
2024-12-01,"Great Value Golden Sweet Whole Kernel Corn, Canned Corn, 15 oz Can",0.64,$0.64,0.50,Walmart
2024-12-01,"Great Value Garlic Texas Toast, 8 Count, 11.25 Ounce (Frozen)",2.24,19.8 ¢/oz,N/A,Walmart
2024-12-01,"Great Value Seasoned French Fried Potatoes, 32 oz Bag (Frozen)",2.97,9.3 ¢/oz,N/A,Walmart
2024-12-01,Great Value Spaghetti 16oz,0.98,6.1 ¢/oz,N/A,Walmart
2024-12-01,"Great Value Pure Granulated Sugar, 4 lb",3.14,4.9 ¢/oz,N/A,Walmart
2024-12-01,"Great Value Cut Green Beans, Canned Green Beans, 14.5 oz Can",0.64,$0.64,0.50,Walmart
2024-12-01,"Great Value Sweet Hawaiian Rolls, 12 Count, 12 Oz",2.38,19.8 ¢/oz,N/A,Walmart
2024-12-01,"Great Value Chunk Light Tuna in Water, 5 oz, 4 Pack",3.22,16.1 ¢/oz,N/A,Walmart
2024-12-01,"Great Value Grated Parmesan Cheese, 8 oz Bottle",2.98,37.3 ¢/oz,N/A,Walmart
2024-12-01,"Great Value Finely Shredded Colby Jack Cheese, 8 oz",2.24,28.0 ¢/oz,N/A,Walmart
2024-12-01,"Great Value Saltine Crackers, 16 oz, 4 Count",1.74,10.9 ¢/oz,N/A,Walmart
2024-12-01,"Great Value Singles American Pasteurized Prepared Cheese Product, 16 oz, 24 Count",2.48,15.5 ¢/oz,N/A,Walmart
2024-12-01,"Great Value Hamburger Buns, 8 Count, 11 oz",1.46,13.3 ¢/oz,N/A,Walmart
2024-12-01,"Great Value, 2% Reduced Fat Milk, Gallon, Refrigerated",3.12,2.4 ¢/fl oz,N/A,Walmart
2024-12-01,"Great Value Fully Cooked Homestyle Meatballs, 32 oz (Frozen)",7.47,23.3 ¢/oz,N/A,Walmart
2024-12-01,"Great Value Original Syrup, 24 oz",2.36,9.8 ¢/fl oz,N/A,Walmart
2024-12-01,"Great Value Sweet Cream Salted Butter, 16 oz Box, 4 Sticks, Refrigerated",4.26,26.6 ¢/oz,N/A,Walmart
2024-12-01,"Great Value White Sandwich Bread, 20 oz",1.42,7.1 ¢/oz,N/A,Walmart
2024-12-01,"Great Value Pre-Sliced Plain Bagels, RTE, 20 oz, 6 Count",1.98,9.9 ¢/oz,N/A,Walmart
2024-12-01,"Great Value Hot Dog Buns, White, 11 oz, 8 Count",1.46,13.3 ¢/oz,N/A,Walmart
2024-12-01,Great Value Frozen 20 oz Pepper & Onion Blend 20 oz,2.58,12.9 ¢/oz,N/A,Walmart
2024-12-01,"Great Value Penne, 16 oz Box, (Shelf Stable)",0.98,6.1 ¢/oz,N/A,Walmart
2024-12-01,"Great Value Butter Flavor Flaky Jumbo Biscuits, 8 Count",1.97,12.3 ¢/oz,N/A,Walmart
2024-12-01,"Great Value 100% Apple Juice, 96 fl oz",2.84,3.0 ¢/fl oz,N/A,Walmart
2024-12-01,"Great Value Crinkle Cut French Fried Potatoes, 32 oz Bag (Frozen)",2.97,9.3 ¢/oz,N/A,Walmart
2024-12-01,"Great Value Tomato Basil Garlic Pasta Sauce, 24 oz",1.67,7.0 ¢/oz,N/A,Walmart
2024-12-01,"Great Value Original Sour Cream, 16 oz Tub",1.97,12.3 ¢/oz,N/A,Walmart
2024-12-01,"Great Value All Natural Boneless Skinless Chicken Breasts, 3 lb (Frozen)",9.48,$3.16/lb,N/A,Walmart
2024-12-01,N/A,N/A,N/A,N/A,Walmart
2024-12-01,N/A,N/A,N/A,N/A,Walmart
date,item_name,price,price_per_unit,sale_price,store
2024-12-01,"Gourmet Garden Gluten Free Minced Garlic Stir-in Paste, 4 oz Tube",3.94,98.5 ¢/oz,N/A,Walmart
2024-12-01,"Cleveland Kitchen Gluten-Free Classic Kimchi, Chopped, 16 oz Pouch",4.94,30.9 ¢/oz,N/A,Walmart
2024-12-01,"Fresh Banana, Each",0.26,50.0 ¢/lb,N/A,Walmart
2024-12-01,"Fresh Strawberries, 1 lb Container",4.34,27.1 ¢/oz,N/A,Walmart
2024-12-01,Fresh Sweet Corn on the Cob (1 each),0.75,N/A,N/A,Walmart
2024-12-01,"Fresh Hass Avocados, Each",1.08,$1.08,0.78,Walmart
2024-12-01,"Fresh Roma Tomato, Each",0.25,98.0 ¢/lb,N/A,Walmart
2024-12-01,"Fresh Cucumber, Each",0.82,N/A,N/A,Walmart
2024-12-01,"Fresh Green Bell Pepper, Each",0.98,N/A,N/A,Walmart
2024-12-01,"Cantaloupe, each",3.12,N/A,N/A,Walmart
2024-12-01,1lb Baby Peeled Carrots,1.32,8.3 ¢/oz,N/A,Walmart
2024-12-01,"Fresh Iceberg Lettuce, Each",1.98,N/A,N/A,Walmart
2024-12-01,"Marketside Fresh Organic Bananas, Bunch",2.26,74.0 ¢/lb,N/A,Walmart
2024-12-01,"Fresh Red Seedless Grapes, Bag (2.25 lbs/Bag Est.)",5.28,$1.88/lb,N/A,Walmart
2024-12-01,"Fresh Green Onions Bunch, Each",0.96,N/A,N/A,Walmart
2024-12-01,"Fresh Whole Russet Potatoes , 5lb bag",4.28,$4.28,2.78,Walmart
2024-12-01,"Fresh Lemon, Each",0.68,$0.68,0.50,Walmart
2024-12-01,"Fresh Broccoli Crowns, Each",2.27,$2.44/lb,N/A,Walmart
2024-12-01,"Fresh Lime, Each",0.25,N/A,N/A,Walmart
2024-12-01,"Fresh Celery Stalk, Each",1.88,$1.88,0.98,Walmart
2024-12-01,"Fresh Cilantro, Bunch",0.68,17.0 ¢/oz,N/A,Walmart
