date,item_name,price,price_per_unit,sale_price,store
2024-08-22,N/A,N/A,N/A,N/A,Walmart
2024-08-22,"Great Value Large White Eggs, 18 Count",3.88,21.6 ¢/count,N/A,Walmart
2024-08-22,"Great Value White Round Top Bread Loaf, 20 oz",1.42,7.1 ¢/oz,N/A,Walmart
2024-08-22,"Great Value Frosted Strawberry Toaster Pastries, 20.3 oz, 12 Count",1.97,9.7 ¢/oz,N/A,Walmart
2024-08-22,"Great Value Fully Cooked Chicken Nuggets, 32 oz (Frozen)",5.97,18.7 ¢/oz,N/A,Walmart
2024-08-22,"Great Value Hickory Smoked Bacon, 12 oz",3.98,$5.31/lb,N/A,Walmart
2024-08-22,Great Value Taters Seasoned and Shredded Potatoes,3.42,$3.42,2.97,Walmart
2024-08-22,"Great Value Whole Vitamin D Milk, Gallon, Plastic, Jug, 128 Fl Oz",3.36,2.6 ¢/fl oz,N/A,Walmart
2024-08-22,"Great Value Purified Drinking Water, 16.9 fl oz Bottles, 40 Count",5.36,0.8 ¢/fl oz,N/A,Walmart
2024-08-22,Great Value Spaghetti 16oz,0.98,6.1 ¢/oz,N/A,Walmart
2024-08-22,"Great Value Premium Original Shells & Cheese, 12 oz Shelf Stable",1.48,12.3 ¢/oz,N/A,Walmart
2024-08-22,"Great Value Tomato Ketchup, 32 oz",1.94,6.1 ¢/oz,N/A,Walmart
2024-08-22,"Great Value Medium Soft Taco Flour Tortillas, 16 oz, 10 Count",1.98,12.4 ¢/oz,N/A,Walmart
2024-08-22,Great Value Patties Shredded Seasoned Poatato Hash Brown,3.42,$3.42,2.97,Walmart
2024-08-22,"Great Value 100% Apple Juice, 96 fl oz",2.84,3.0 ¢/fl oz,N/A,Walmart
2024-08-22,"Great Value Garlic Texas Toast, 11.25 oz, 8 Count",2.24,19.9 ¢/oz,N/A,Walmart
2024-08-22,"Great Value Seasoned French Fried Potatoes, 32 oz Bag (Frozen)",2.97,9.3 ¢/oz,N/A,Walmart
2024-08-22,"Great Value Butter Flavor Flaky Jumbo Biscuits, 8 Count",1.87,11.7 ¢/oz,N/A,Walmart
2024-08-22,"Great Value Golden Sweet Whole Kernel Corn, Canned Corn, 15 oz Can",0.64,4.3 ¢/oz,N/A,Walmart
2024-08-22,"Great Value Hamburger Buns, 8 Count, 11 oz",1.46,13.3 ¢/oz,N/A,Walmart
2024-08-22,"Great Value, 2% Reduced Fat Milk, Gallon, Refrigerated",2.93,2.3 ¢/fl oz,N/A,Walmart
2024-08-22,"Great Value Glazed Honey Buns, 10.5 oz, 6 Count",1.98,18.9 ¢/oz,N/A,Walmart
2024-08-22,"Great Value Vegetable Oil, 48 fl oz",3.97,8.3 ¢/fl oz,N/A,Walmart
2024-08-22,"Great Value All Natural Boneless Skinless Chicken Breasts, 3 lb (Frozen)",9.74,$9.74,8.76,Walmart
2024-08-22,"Great Value Pure Granulated Sugar, 4 lb",3.14,4.9 ¢/oz,N/A,Walmart
2024-08-22,"Great Value Grated Parmesan Cheese, 8 oz Bottle",2.98,37.3 ¢/oz,N/A,Walmart
2024-08-22,"Great Value Cut Green Beans, Canned Green Beans, 14.5 oz Can",0.64,4.4 ¢/oz,N/A,Walmart
2024-08-22,"Great Value Sweet Cream Salted Butter, 4 Sticks, 16 oz Box, Refrigerated",4.26,26.6 ¢/oz,N/A,Walmart
2024-08-22,"Great Value Original Sour Cream, 16 oz Tub",1.97,12.3 ¢/oz,N/A,Walmart
2024-08-22,"Great Value Complete Pancake & Waffle Mix, Buttermilk, 32 oz",1.98,6.2 ¢/oz,N/A,Walmart
2024-08-22,"Great Value Saltine Crackers, 16 oz, 4 Count",1.74,10.9 ¢/oz,N/A,Walmart
2024-08-22,"Great Value Hot Dog Buns, White, 11 oz, 8 Count",1.46,13.3 ¢/oz,N/A,Walmart
2024-08-22,"Great Value Alfredo Pasta Sauce, 16 Oz",1.82,11.4 ¢/oz,N/A,Walmart
2024-08-22,"Great Value Original Syrup, 24 oz",2.36,9.8 ¢/fl oz,N/A,Walmart
2024-08-22,"Great Value Cinnamon French Toast Sticks, 16 oz (Frozen)",3.16,19.8 ¢/oz,N/A,Walmart
2024-08-22,"Great Value Chunk Light Tuna in Water, 5 oz, 4 Pack",3.22,16.1 ¢/oz,N/A,Walmart
2024-08-22,"Great Value Penne, 16 oz Box, (Shelf Stable)",0.98,6.1 ¢/oz,N/A,Walmart
2024-08-22,"Great Value Crinkle Cut French Fried Potatoes, 32 oz Bag (Frozen)",2.97,9.3 ¢/oz,N/A,Walmart
2024-08-22,Great Value Frozen 20 oz Pepper & Onion Blend 20 oz,2.58,12.9 ¢/oz,N/A,Walmart
2024-08-22,"Great Value Garlic Powder, 3.4 oz",1.12,32.9 ¢/oz,N/A,Walmart
2024-08-22,"Great Value Microwavable Thin Crust Pepperoni Pizza, 7.2 oz (Frozen)",1.17,16.3 ¢/oz,N/A,Walmart
2024-08-22,N/A,N/A,N/A,N/A,Walmart
2024-08-22,N/A,N/A,N/A,N/A,Walmart
date,item_name,price,price_per_unit,sale_price,store
2024-08-22,N/A,N/A,N/A,N/A,Walmart
2024-08-22,"Fresh Envy Apples, 3 lb Bag",6.44,$2.15/lb,N/A,Walmart
2024-08-22,"Cleveland Kitchen Gluten-Free Classic Kimchi, 16 oz Pouch",4.94,30.9 ¢/oz,N/A,Walmart
2024-08-22,"Fresh Banana Fruit, Each",0.25,N/A,0.24,Walmart
2024-08-22,Fresh Sweet Corn on the Cob (1 each),0.50,N/A,N/A,Walmart
